interaction;name
PLK1;SKA1
CXCL10;SLAMF7
CCNF;BUB1
MYBL2;HROB
CENPH;BUB1
SKA3;SKA1
IL18;SLAMF7
CDKN2A;NUP210
GBP5;TRAT1
TFEC;BIRC3
TRIP13;HROB
UHRF1;RELT
TNFSF13B;SLAMF7
BATF;SLAMF7
UBASH3A;TRAT1
CALHM6;SLAMF7
PAQR4;STIL
NUF2;STIL
AKR1C3;BUB1
SGO1-AS1;BUB1
ICOS;SLAMF7
OIP5;BUB1B-PAK6
PAQR4;SKA1
ASF1B;BUB1
TOP2A;PBK
PLK4;BUB1
HMMR;PBK
CDC45;HROB
TPX2;SKA1
NCAPG;STIL
CCDC150;HROB
SERPINA1;BIRC3
ORC1;HROB
LOC105370960;ACAN
LILRB4;LINC01943
UBD;TRAT1
CDK1;STIL
WDR76;STIL
CKS2;STIL
TBX18;STIL
ATAD2;BUB1
FAM111B;BUB1B-PAK6
SHCBP1;PBK
CD96;SLAMF7
KIF11;HROB
TCF19;STIL
ANLN;PBK
CXCR6;SLAMF7
ACBD7;FBXO43
PAQR4;PBK
ANLN;BRCA2
SLAMF8;LINC01943
ZNF367;BUB1B-PAK6
NCAPH;HROB
KIF11;BUB1
BCL11B;TRAT1
PDCD1;SLAMF7
LMNB1;HROB
FOXM1;HROB
KIF14;PBK
TK1;ISOC1
BIRC5;BUB1
BIRC5;HROB
CLSPN;SKA1
BLM;HROB
OSCAR;LINC01943
CCNE1;BUB1
CD3D;TRAT1
GZMA;TRAT1
FAM111B;BUB1
CDC20;BUB1
KNL1;BUB1
BCL2A1;PKD2L1
SP140;LINC02195
TRIP13;STIL
CCNB2;BUB1
KIFC1;HROB
CDC20;SKA1
OSCAR;SLAMF7
NEIL3;BUB1
MND1;BUB1
CENPI;HROB
TFEC;LINC01943
CDCA5;BUB1
HMGB2;BUB1
GZMA;SLAMF7
CLSPN;STIL
ESPL1;SKA1
NUSAP1;STIL
CCR7;TRAT1
E2F7;PBK
DEPDC1;BUB1
LOC100288637;BUB1B-PAK6
TACC3;SKA1
PEG3;HROB
CDCA8;BUB1
SLC12A8;PCOLCE-AS1
BUB1B;BUB1
MCM10;SKA1
ADAMTS19;ISOC1
ULBP1;RELT
SHCBP1;BUB1
CDKN3;BUB1
KIF2C;HROB
CENPA;BUB1
CDC6;HROB
CENPE;BUB1
CHRDL1;LINC01943
FOXL1;LOC105378305
SMCO2;LOC105378305
CSAG2;CSAG1
CENPE;STIL
PRC1-AS1;BUB1
CENPK;BRCA2
E2F2;SKA1
DLGAP5;PNPLA3
SH2D1A;SLAMF7
CYTIP;LINC01943
SKA1;BUB1
ZWINT;BUB1
CKAP2L;SKA1
ADAMDEC1;LINC02195
CD80;LINC02195
BCL2A1;SLAMF7
WDR62;BUB1
KIFC1;SKA1
TRIM59;BRCA2
ICOS;LINC02195
SOCS2-AS1;PBK
NEIL3;BUB1B-PAK6
RFX8;LINC01943
KIF14;BUB1
HMMR;BUB1
XRCC2;HROB
LINC01871;SLAMF7
ASPM;BUB1
ICAM1;SLAMF7
TNFSF13B;BIRC3
LOC105376369;LINC01943
CD8A;SLAMF7
SPC24;HROB
CLDN14;LINC01943
LINC01614;PLEK2
SIGLEC8;SLAMF7
CKS2;BUB1B-PAK6
BUB1B;STIL
NUF2;BUB1
TCF19;PBK
LOC107985532;NMU
KIF20A;SKA1
PLA2G7;BIRC3
ZNF367;PBK
ATAD2;BRCA2
KCNMB2;STIL
ICOS;TRAT1
CENPM;BUB1
CKAP2L;PBK
PIF1;BUB1
CD52;TRAT1
SLC16A3;LINC03044
CAMK2N2;CCNO
KIF23;BUB1
LOC105376369;LOC105378305
ECT2;BUB1
CDC25C;SKA1
SPC24;SKA1
APOC1;SLAMF7
IFI30;BIRC3
FAM72C;PBK
KIF18B;BUB1
NEK2;PBK
ASF1B;BUB1B-PAK6
CIT;SKA1
RUNX3;LOC105378305
POLQ;BRCA2
PIMREG;BUB1
NCAPG;BUB1B-PAK6
TACC3;BUB1
FAM83D;PBK
CXCL9;SLAMF7
WDR76;PBK
PLK1;HROB
GBP5;SLAMF7
PRC1;BUB1
KIF18B;HROB
IL21R-AS1;LINC01943
IGFBPL1;FAM95C
EYA2-AS1;GPR87
ETV7;BIRC3
SPSB4;BUB1
KIF14;STIL
CCND2;BUB1B-PAK6
NUF2;BUB1B-PAK6
GTSE1;SKA1
RFX8;LOC105378305
USP30-AS1;TRAT1
ADORA2B;STC2
LINC03044;ISOC1
HECW2-AS1;SLAMF7
CDC6;SKA1
MTFR2;RELT
ASPM;STIL
ARHGAP11B;BUB1
CEP55;STIL
PLK1;BUB1
MYBL2;SKA1
DIAPH3;BUB1
GAS2L3;BUB1
DTL;BUB1
APOC1;LINC02195
MIR147B;LINC01943
KIF18A;PNPLA3
OTOAP1;LINC01943
C15orf48;LINC01943
KIF15;BUB1B-PAK6
BIRC5;SKA1
CLSPN;BUB1
CDC45;SKA1
FOXD2-AS1;FOXD1
AIM2;TRAT1
LRRC15;PCOLCE-AS1
BCL2A1;LINC01943
TACC3;HROB
PRC1-AS1;SKA1
AURKB;RELT
COL4A5;LINC01943
CD80;SLAMF7
ANKRD22;SLAMF7
TNFSF13B;LINC02195
ZBP1;SLAMF7
MCM2;BUB1
RRM2;BUB1
NCAPG2;BUB1
SPC24;BUB1
RECQL4;BUB1
RAD51AP1;BUB1
TK1;HROB
GTSE1;PBK
IL2RG;TRAT1
BCL11B;SLAMF7
LIPM;LINC02195
LMNB1;SKA1
ESPL1;STIL
FAM111B;PBK
CENPH;HROB
CXCR3;LINC02195
LINC02084;TRAT1
POLQ;PBK
CDC20;PBK
SGO1-AS1;HROB
CD80;LINC01943
ITK;SLAMF7
TICRR;SKA1
PKMYT1;HROB
CD96;TRAT1
MELK;HROB
MCM4;HROB
PDCD1;TRAT1
TYMP;LINC01943
SLC1A3;BIRC3
DEPDC1;PBK
TRAT1;SLAMF7
RGS16;PKD2L1
EXO1;SKA1
CCND2;BRCA2
RUNX3;LINC01943
ARHGAP11A;PBK
KNL1;STIL
ANLN;BUB1
PLK4;HROB
TCF7;PBK
SIGLEC10;SLAMF7
IL18;BIRC3
TEDC2;BUB1
IL21R;SLAMF7
CHRDL1;LOC105378305
CDKN2B-AS1;BUB1B-PAK6
CDCA8;PBK
KIF2C;BUB1
PRC1;SKA1
CCR7;SLAMF7
CDCA2;HROB
CYTOR;LINC01943
NEK2;SKA1
EZH2;SKA1
ARHGAP11B;PBK
PLAUR;LINC01943
ZWINT;BUB1B-PAK6
MAD2L1;BUB1
CD8B;SLAMF7
NECTIN4;PLEK2
ICAM1;LINC02195
HOXC8;HOXC9
LOC105371050;BUB1
LOC112268460;BUB1
LHX2;STIL
TICRR;BUB1
PRR11;SKA1
CXCL10;TRAT1
CDKN2A-AS1;FAM95C
DEPDC1-AS1;STIL
APOC2;LINC01943
CDKN2B;NUP210
NUF2;BRCA2
SLC1A3;LINC01943
MYBL1;STIL
ESCO2;SKA1
IRX3;RELT
DAPP1;BIRC3
FOXL1;LINC01943
IL7R;BIRC3
ATP6V0D2;LOC105378305
LINC01583;LOC107984475
LHX2;SKA1
PBK;BUB1
TROAP;SKA1
TRIP13;SKA1
ASF1B;STIL
SERPINA1;SLAMF7
LAIR2;SLAMF7
GPR171;TRAT1
KLHDC7B;BIRC3
FAM72D;STIL
TPX2;PBK
BLM;BUB1
HJURP;SKA1
CDCA5;RELT
LOC107985017;BUB1
JCHAIN;TRAT1
RUNX2;LOC105378305
CDKN2B;FAM95C
KIF20A;STIL
FAM72B;PBK
RUNX2;PCOLCE-AS1
CDCA8;BUB1B-PAK6
FOXM1;SKA1
E2F2;BUB1
NUSAP1;BUB1
HMMR;SKA1
KIF2C;PNPLA3
HMMR-AS1;BRCA2
ADAMDEC1;SLAMF7
CENPM;HROB
FBXO43;BUB1
OIP5;BUB1
UBE2C;HROB
HOXC11;LINC03044
STON2;LINC00673
SIRPG;TRAT1
GPR174;TRAT1
ZBP1;TRAT1
IFI30;PKD2L1
FAM72D;BUB1B-PAK6
VEPH1;SLC12A5-AS1
KNL1;PBK
CEP55;PBK
TFEC;LINC02195
LIPG;PNPLA3
GCHFR;NMU
CENPM;SKA1
NCAPG2;HROB
ARL4C;SLAMF7
ARL4C;LINC01943
NCAPG2;STIL
IL18;LINC01943
FAM83D;BRCA2
E2F1;SKA1
BUB1B;PBK
MARCO;PKD2L1
SMCO2;LINC01943
APOC4-APOC2;LINC01943
CD3E;TRAT1
TMEM163;CENPF
FAM201A;CA3
APOBR;PKD2L1
SGO2;PBK
CDC6;PBK
TNFSF13B;LINC01943
CKAP2L;HROB
IFNE;EN1
BIRC3;LINC02195
ITGAX;LINC01943
CDC20;STIL
CENPF;SKA1
EZR;RELT
DIAPH3;PBK
RUNX3-AS1;EN1
ANKRD22;LINC02195
CRNDE;RELT
DRAXIN;BUB1B-PAK6
UHRF1;BUB1
PCLAF;HROB
ORC1;BUB1
H2AX;SKA1
MKI67;PNPLA3
SLC6A7;LOC105378305
ASF1B;SKA1
TPX2;HROB
LCORL;BUB1
LINC02084;SLAMF7
UBD;LINC02195
IL1R2;SLAMF7
STEAP3;LINC01943
PDE8B;RELT
TOP2A;SKA1
SP140;BIRC3
CDK1;SKA1
CCDC150;BUB1
STEAP3;PLEK2
BRME1;LRRC37A8P
SDS;PKD2L1
GPR171;LINC01943
SLC12A8;SLC12A5-AS1
IL37;STIL
ANPEP;LINC01943
ETV7;SLAMF7
NCAPG;SKA1
BRIP1;STIL
CKS2;BUB1
UHRF1;HROB
PTTG1;SKA1
CXCR6;BIRC3
SIRPG;BIRC3
IL12RB1;TRAT1
KIFC1;PNPLA3
ADAMDEC1;LINC01943
BMAL2;LINC01943
CD300LF;BIRC3
HASPIN;PBK
EOMES;SLAMF7
ZBP1;BIRC3
FAM83D;BUB1
SKA3;STIL
KIF18B;PBK
KIF18A;RELT
PLAUR;PCOLCE-AS1
XRCC2;TRNV
IL7R;TRAT1
CYTIP;LINC02195
LMNB1;PNPLA3
IRX5;BUB1
MCM10;BUB1
CIT;BUB1
CEP55;BUB1
CDC20;HROB
LEFTY2;RELT
UBE2C;SKA1
CRYBG1;PLEK2
IL21R;PKD2L1
CD300LF;SLAMF7
LILRB4;BIRC3
HROB;BUB1
DTL;SKA1
ITGAX;SLC12A5-AS1
CCNB1;HROB
ANKRD22;BIRC3
KCNK13;PLEK2
SOCS2-AS1;BUB1
ARHGAP11B;STIL
LINC02328;PCOLCE-AS1
ARHGAP11B;BUB1B-PAK6
OLFML2B;SLC12A5-AS1
GTSE1;HROB
DEPDC1;BUB1B-PAK6
CEP55;SKA1
LIPM;BIRC3
KLHDC7B;SLAMF7
POLQ;BUB1
PCLAF;BUB1
CENPI;SKA1
OASL;SLAMF7
LINC00673;PLEK2
EYA2-AS1;BBOX1
TREM1;LOC105378305
P2RY10;LINC02195
CD38;TRAT1
LOC105377123;LOC105378305
SDS;SLAMF7
CCR7;BIRC3
CLDN14-AS1;LINC01943
PRC1;BRCA2
MYBL2;BUB1
ADAMTS19;LINC03044
CLEC5A;LINC01943
SGO2;PNPLA3
CDC25C;HROB
TK1;SKA1
CENPI;BUB1
TOP2A;BUB1B-PAK6
PRC1;HROB
RIBC2;PBK
CDKN2B-AS1;NUP210
CDK1;BRCA2
NSD2;BUB1
ARHGAP11A;STIL
STIL;PBK
CCNB1;PBK
WDR62;STIL
TOP2A;STIL
LINC02195;SLAMF7
CXCL10;LINC02195
AIM2;SLAMF7
ERCC6L;PNPLA3
CDKN2B-AS1;FAM95C
CRTAM;LINC02195
DLGAP5;STC2
CENPH;SKA1
SGO1;BUB1
CLDN14-AS1;PCOLCE-AS1
ZBED2;BIRC3
MIR31HG;EN1
SHCBP1;PNPLA3
C15orf48;PKD2L1
CDC20;PNPLA3
SLC16A3;ISOC1
SGO1-AS1;SKA1
TK1;RELT
CALHM6;LINC01943
KCNN4;LINC01943
LINC01943;SLAMF7
ADGRL2;STIL
KIF2C;SKA1
PTTG1;HROB
ULBP2;STC2
TYMP;LINC02195
LINC01943;LOC105378305
APOC2;PKD2L1
SPIB;CA3
E2F8;BUB1
LOC105373581;LINC01943
FAM72B;BUB1B-PAK6
NUSAP1;PBK
WDR62;SKA1
FAM83D;STIL
CDK1;BUB1
SERPINA1;LINC02195
IL18;LINC02195
ECT2;PBK
ZWINT;STIL
PRR11;BUB1
IL21R-AS1;BIRC3
UBASH3A;LINC02195
GPR171;PCOLCE-AS1
AIM2;LINC02195
CCNF;HROB
PDCD1;BIRC3
KIF4A;HROB
CHRDL1;RELT
IL1RN;LINC01943
SLC11A1;LOC105378305
PLAUR;LOC105378305
IFI30;LINC02195
PKD2L1;LINC01943
TCF19;BUB1B-PAK6
ESPL1;HROB
PRC1-AS1;HROB
RAB7B;SOX9
TNFRSF9;LINC02195
COCH;ACBD7
IGHM;TRAT1
E2F7;STIL
CENPM;RELT
HMGB2;PBK
CENPK;STIL
MYBL1;BRCA2
CKAP2L;STIL
TRAC;LINC01943
NSD2;BRCA2
RDM1;BUB1
KLHDC7B-DT;BIRC3
APOC2;SLAMF7
PDCD1;LINC02195
TREM2;LOC105378305
UBD;SLAMF7
ORC1;SKA1
CEP55;HROB
PCLAF;RELT
RAC3;SKA1
RRM2;RELT
FAM72A;PBK
APOBEC3B-AS1;PBK
PEG3;SKA1
COL11A1;RELT
MAD2L1;RELT
KIF11;RELT
SCN8A;BMAL2
CALHM6;LINC02195
LOC102723834;LOC105378305
LOC105372115;SKA1
ETV7;LINC02195
CALHM6;BIRC3
APOC1;LINC01943
KIF2C;STC2
WDR76;BUB1
TCF19;SKA1
MND1;STIL
AQP1;LOC105378179
DLGAP5;PBK
KIF4A;SKA1
PLEK2;FHAD1
NCAPH;PNPLA3
CDCA2;PNPLA3
OBP2A;LOC105378305
LOC105371050;SKA1
PTPN22;LINC02195
APOC4-APOC2;PKD2L1
NEIL3;SKA1
MKRN3;ZFHX4-AS1
AIM2;BIRC3
IL37;BUB1B-PAK6
KIF20A;HROB
CYTIP;BIRC3
CENPK;BUB1
ARHGAP11A;BUB1B-PAK6
ZNF367;STIL
DLGAP5;RELT
BLM;SKA1
CD52;LINC02195
SBK1;LRRC37A8P
FAM72C;BUB1
CDCA8;SKA1
ANLN;BUB1B-PAK6
OIP5;PBK
FBP1;BIRC3
SP140;LINC01943
NCAPG2;SKA1
NSD2;SKA1
SIGLEC10;BIRC3
IGHG3;TRAT1
RAB3B;GLRA4
CXCL9;LINC02195
HOXB13;MIR3185
SHCBP1;HROB
LOC112268460;SKA1
SIGLEC10;LINC01943
NSD2;BUB1B-PAK6
IL2RG;LINC02195
ANKRD18A;NUP210
FAM72C;BUB1B-PAK6
NCAPH;SKA1
KIF11;SKA1
NCAPH;PBK
TROAP;BUB1
POLQ;SKA1
ESPL1;BUB1
RGS1;PLEK2
LIPM;SLAMF7
C7;SCN7A
HOXC9;ISOC1
PXDNL;TRNV
APOC4-APOC2;SLAMF7
WSCD2;STC2
GBP5;LINC02195
LOC107985492;ZFHX4-AS1
ADGRL2;GLB1L3
PELATON;LINC01943
CDC25C;STIL
CYTIP;PCOLCE-AS1
FAM72D;SKA1
HASPIN;BRCA2
ETV7;LINC01943
CCNB1;SKA1
MCM4;SKA1
MND1;HROB
SERPINA1;LINC01943
CCNB1;RELT
TRIP13;BUB1
ASB5;LOC105378305
RUNX3-AS1;LOC105378305
CXCR6;LINC02195
PTPN22;PKD2L1
CDC25A;RELT
CDKN2A;FAM95C
XRCC2;BUB1
GBP5;BIRC3
CCND2;SKA1
LCORL;HROB
LINC01615;PCOLCE-AS1
FOXL1;STC2
AKR1C2;BRCA2
SLC7A5;AKR1C2
PTPN22;PCOLCE-AS1
HMGB2;STIL
FANCD2;STIL
ATAD2;SKA1
PAQR4;BUB1
TTK;HROB
NCAPG;BRCA2
WDR62;BUB1B-PAK6
STIL;BUB1B-PAK6
ITGAX;PKD2L1
TNIP3;TRAT1
TREM1;RELT
CD300LF;LINC01943
APOBEC3B;PBK
NEK2;BUB1B-PAK6
NUF2;SKA1
CENPF;HROB
POC1A;BUB1
PRRG4;BUB1B-PAK6
DTL;HROB
PMAIP1;BUB1B-PAK6
TCF19;BUB1
CYP2J2;LOC107985513
SNHG31;BUB1
LINC01016;LOC105375027
CLGN;BUB1B-PAK6
LRRC37A8P;TRNV
CCNF;PBK
APOBR;SLAMF7
KIF18B;BUB1B-PAK6
ZWINT;SKA1
KIF18A;HROB
GPR171;LINC02195
SPC25;SKA1
IGFBPL1;LRRC37A8P
FAM95C;NUP210
FST;EN1
MEI1;CD3E
SPINT1;CYP2S1
LHX2;PBK
PTPN22;BIRC3
ADAMTS9-AS1;LINC01943
IGF2;STC2
INS-IGF2;STC2
CENPH;TRNV
FOXM1;BUB1
ANKRD22;TRAT1
FAM95C;CA3
RASEF;CA3
KIF11;PNPLA3
CKAP2L;PNPLA3
TICRR;PNPLA3
CD3E;SLAMF7
MIR155HG;LINC01943
CDK1;BUB1B-PAK6
CDT1;BUB1
CCDC171;LINC01943
CENPK;BUB1B-PAK6
LCORL;PBK
OLFML2B;PCOLCE-AS1
PTTG1;BUB1
COL4A5;SLC12A5-AS1
FGF5;LINC01943
ORC1;PNPLA3
CCL5;LINC02195
COL10A1;LOC105378305
CDC25A;STC2
FANCD2;BUB1
IL12RB1;LINC01943
BATF;LINC01943
CD52;BIRC3
STIL;BRCA2
CD80;BIRC3
LINC01857;LINC01943
CDKN2A-AS1;NUP210
AURKA;SKA1
CRNDE;BUB1
C15orf48;BIRC3
CENPE;HROB
SLC12A8;LINC01943
LOC100288637;BUB1
MELK;SKA1
IL21R;BIRC3
YBX2;LINC01943
CD70;SLAMF7
IL21R-AS1;PLEK2
TOP2A;BRCA2
CENPF;PBK
SMOC2;TRIM59
BRCA2;PBK
THEMIS;TRAT1
RDM1;BUB1B-PAK6
DEPDC1-AS1;BRCA2
SOX9-AS1;SOX9
ANPEP;PKD2L1
LHX2;BUB1B-PAK6
E2F8;STIL
EXO1;RELT
RAD51;HROB
PRC1-AS1;BRCA2
MCM2;PBK
ZNF208;TRNV
CD80;TRAT1
CTLA4;CD3E
PI15;TFAP2A-AS1
SIRPG;LINC01943
SH2D4A;NMU
SIGLEC10;PKD2L1
SPSB4;SKA1
KIF20A;BUB1B-PAK6
MTFR2;BUB1
SOCS2-AS1;BUB1B-PAK6
AURKB;BUB1
FBXO43;BUB1B-PAK6
CLSPN;HROB
ATAD2;STIL
TREM2;PKD2L1
IL7R;LINC01943
CA2;RELT
SYTL1;CD2
LAMB3;MIR4260
RAD51;BUB1
CDK1;HROB
DLGAP5;HROB
BIRC5;RELT
LOC100288637;PBK
COL8A1;LINC01943
CDCA5;HROB
GLYATL2;PLEK2
RDM1;SKA1
PLK1;PNPLA3
CLEC5A;PLEK2
MAP3K9-DT;NMU
NT5DC4;PNPLA3
NEK2;HROB
NSD2;HROB
TCF19;HROB
HJURP;HROB
CXCR4;STC2
CNIH2;TRNV
CENPK;AKR1C2
SCARNA5;LOC105378179
LOC100506071;ACBD7
DUSP5P1;GLB1L3
C4orf19;ACAN
ADAMTSL5;GLB1L3
CENPA;HROB
IRX5;HROB
HMMR;STIL
CCND2;TRNV
FAM111B;STIL
PKMYT1;STIL
SLAMF8;LINC02195
IRX3;PLEK2
CNIH2;LRRC37A8P
PDE8B;PLEK2
CRADD-AS1;BUB1
ZFHX4;ZFHX4-AS1
LINC00673;LOC105378305
SALL1;FOXD1
TMPRSS3;CD3E
KLHDC7B-DT;LINC02195
EZH2;BUB1B-PAK6
FBXO43;SKA1
KIF18A;PBK
H2AX;BUB1
IL2RG;LINC01943
FMO3;GLDN
LRRC3B;TRNV
C5orf46;IL18
HSD11B2;AKR1C2
MCM4;PNPLA3
EN1;LOC105378305
SH2D1A;LINC02195
SHCBP1;SKA1
E2F8;BUB1B-PAK6
KIF20A;PBK
OSCAR;PCOLCE-AS1
CDCA2;STIL
NCAPG2;LOC105378179
KIF18B;BRCA2
SKA3;PBK
TREM2;BIRC3
CDT1;RELT
ANKRD22;LINC01943
SLITRK2;DRD2
MOCOS;MIR9898
CDC45;PNPLA3
TNFRSF9;LINC01943
TNFRSF9;SLAMF7
KLK5;LOC105372326
CDC25A;BUB1
ASF1B;PBK
PGR;HROB
RAD51AP1;BUB1B-PAK6
CAMK2N2;BUB1B-PAK6
PLK4;SKA1
ZWINT;HROB
SLAMF8;PCOLCE-AS1
AKR1C3;PBK
SIGLEC10;LINC02195
SIGLEC8;TRAT1
OSCAR;PKD2L1
LAIR2;BIRC3
MIOX;AKR1C2
SHCBP1;STIL
RAB7B;SKA1
FAM72B;STIL
FOXM1;RELT
CENPE;BRCA2
CRYBG1;LINC01943
DIAPH3;STIL
ZNF367;BRCA2
CKAP2L;BUB1B-PAK6
E2F2;STIL
KRT18;SDC1
ARL4C;PKD2L1
LINC01871;LINC02195
LINC02785;LINC01943
DRD2;SLC12A5-AS1
LINC01426;LOC105378305
LINC01857;BIRC3
CD3D;LINC02195
RNF157-AS1;GRIA4
CCNB1;PNPLA3
LINC01857;PKD2L1
CCL18;SLAMF7
ICAM1;BIRC3
ARHGAP11A;SKA1
E2F2;HROB
STIL;SKA1
SALL4;STC2
PEG3;GLB1L3
FOXL1;RELT
SPC25;HROB
HS3ST2;LINC00960
IL12RB1;LINC02195
LILRB4;LINC02195
PLA2G7;LINC02195
LOC105377123;LINC01943
CXCL9;TRAT1
DPYSL5;LRRC37A8P
FLRT2-AS1;PBK
PRC1-AS1;BUB1B-PAK6
SLC12A5-AS1;LINC01943
PEG3;STC2
TRNV;SKA1
LEFTY2;ISOC1
TRAC;BIRC3
CYP26B1;BLM
TBX18;SKA1
RDM1;NUP210
APOC2;LINC02195
LINC01615;SLAMF7
ULBP1;ISOC1
CYTIP;TRAT1
APOBR;LINC01943
SPSB4;PBK
SGO1;HROB
ZWINT;PBK
PKMYT1;PBK
SFRP1;IGF2
TFEC;TRAT1
LOC107984551;LINC02195
FBXO43;LRRC37A8P
DLX1;ZFHX4-AS1
KBTBD12;FAM95C
DEPDC1B;PNPLA3
CCR7;LINC02195
KY;BUB1
JAKMIP3;STC2
LOC105370705;BUB1B-PAK6
LOC112268460;HROB
CD96;BIRC3
CYTIP;PKD2L1
IGF1;SKA1
TTK;SKA1
CIT;STIL
AURKB;HROB
ANLN;AKR1C2
KCNK6;ZFHX4-AS1
ADAMDEC1;BIRC3
TMEM156;PKD2L1
LINC02316;PCOLCE-AS1
TREM1;LINC01943
CHST6;SOX9
LCORL;SKA1
ADCY5;SLC12A5-AS1
SPHK1;LINC01943
PEG3;STIL
TYMP;BIRC3
BATF;BIRC3
LOC107985017;STC2
LOC105373581;PLEK2
LOC107984763;POC1A
CRADD-AS1;PNPLA3
PNPLA3;BUB1
APOBR;PCOLCE-AS1
HS3ST3B1;PKIB
KNL1;SKA1
GGH;RELT
PCLAF;SKA1
HOPX;BUB1
NEURL1;FOXD1
FAM83D;AKR1C2
IL21R-AS1;PKD2L1
ELAVL3;FAM95C
LRRC15;PLEK2
CRTAM;LINC01943
BCL11B;LINC02195
KIF4A;PNPLA3
OR2B6;KIFC1
ADAMDEC1;TMEM244
SDS;PCOLCE-AS1
CENPF;BUB1B-PAK6
DLGAP5;SKA1
SKA1;PBK
GPC3;EZH2
LOC105372212;LOC105369965
FMO3;LOC105378825
SIT1;LINC02195
SPOCD1;PTGS2
ADORA2B;LINC01943
RAB3B;NMU
MIR155HG;TMEM244
COL4A5;LINC00960
STXBP2;BIRC3
TPX2;STIL
HAS2;ANOS1
TRIM59;BUB1
ATAD2;PBK
RUNX3;RELT
PRC1;BUB1B-PAK6
TPD52;NUP210
MCM2;STIL
RGS1;LINC01943
HOXC6;LINC03044
ITIH5;LINC00601
RGS1;MIR9898
HOXD13;STC2
KCNK13;LINC01943
